,Class,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,SSA13,SSA14,SSA15,SSA16,SSA17,SSA18,SSA19,SSA20,SSA21,SSA22,SSA23,SSA24,SSA25,SSA26,SSA27,SSA28,SSA29,SSA30,SSA31,SSA32,SSA33,SSA34,SSA35,SSA36,SSA37,SSA38,SSA39,SSA40,SSA41,SSA42,SSA43,SSA44,SSA45,SSA46,SSA47,SSA48,SSA49,SSA50,SSA51,SSA52,SSA53,SSA54,SSA55,SSA56,SSA57,SSA58,SSA59,SSA60,SSA61,SSA62,SSA63,SSA64,SSA65,SSA66,SSA67,SSA68,SSA69,SSA70,SSA71,SSA72,SSA73,SSA74,SSA75,SSA76,SSA77,SSA78,SSA79,SSA80,SSA81,SSA82,SSA83,SSA84,SSA85,SSA86,SSA87,SSA88,SSA89,SSA90,SSA91,SSA92,SSA93,SSA94,SSA95,SSA96,SSA97,SSA98,SSA99,SSA100,SSA101,SSA102,SSA103,SSA104,SSA105,SSA106,SSA107,SSA108,SSA109,SSA110,SSA111,SSA112,SSA113,SSA114,SSA115,SSA116,SSA117,SSA118,SSA119,SSA120,SSA121
38,1,0.11594203,0.05072464,0.05072464,0.057971016,0.007246377,0.04347826,0.10144928,0.036231883,0.02173913,0.07971015,0.072463766,0.0942029,0.02173913,0.07971015,0.014492754,0.057971016,0.04347826,0.007246377,0.014492754,0.028985508,0,1.0879012,2.0690513,0.48596275,0.8506433,-0.024622468,1.9148458,-2.1293955,0.48888475,-1.4968239,2.004473,-0.7051143,-0.7359117,0.47493032,-0.722756,-1.867729,-0.7451894,2.1092544,-0.7083581,1.3529062,0.21422903,4.0943,-0.7200743,-0.8780638,0.21586838,0.39801607,1.5401113,-0.61473703,0.10621998,1.6581012,1.4196706,2.159833,-0.28265134,-1.2714757,0.07901398,-0.7857651,2.1181288,0.19476451,1.73863,-2.133364,-0.059657983,1.5661902,0.76740664,0.24982215,-0.043991525,1.12624,1.2805326,3.0863307,-1.4571553,1.4747766,-1.4088122,-0.64720166,0.6788693,1.1903044,0.1855634,-0.88298976,2.9276729,0.06667421,0.037864916,1.4208156,0.17004962,-0.59374005,-1.9127947,-1.7824174,1.1930306,0.051901992,-1.8053479,0.26031873,-0.7439993,0.06512029,-0.87570214,1.1777675,2.2759824,-0.07828562,0.69557834,-0.20431936,-0.73725694,2.8484516,-2.0884297,-0.6633248,-2.3656478,1.4390484,-0.09780332,-0.048965737,1.11118,-3.4300613,0.007562209,5.194719,-2.0479338,-0.9207765,-0.92739856,2.605484,0.16710174,0.06671662,0.116823375,-1.7517959,-0.41171804,-0.15800951,0.027684378,0.34141567,-1.1322145
39,1,0.046875,0.125,0.078125,0.0,0.015625,0.0,0.046875,0.015625,0.03125,0.078125,0.0625,0.09375,0.015625,0.0625,0.046875,0.09375,0.140625,0.0,0.0,0.046875,0,1.6876895,-0.7424893,-1.5428243,0.4908924,-0.042089917,-0.89293504,-0.37415445,-1.795507,-1.7219002,2.5665,1.0176113,-1.2162627,0.23129097,-1.3441365,-0.5531245,-1.4696928,1.5760791,-0.06502236,1.224768,0.7381745,3.6647542,-0.3551977,0.14683121,2.8410227,0.4718895,1.1992902,-0.66981125,-0.14737844,-0.64432305,1.284171,2.8160415,0.8515543,-2.245947,0.89142966,-1.455267,-0.36829638,-0.9197272,2.646467,0.34848347,0.8119288,-0.3718633,-1.141396,0.009599222,0.5544878,1.1770735,-2.240527,1.7730551,1.4769583,-0.27255848,-0.581312,0.35349107,-1.4513761,1.3408196,-0.1370443,-1.1616799,-0.62532675,-0.042682774,-0.35664105,-0.97522986,0.31923115,-0.16675793,0.91856265,-1.5384793,1.5470992,-0.6687225,-2.154351,0.97052455,-0.9008187,-0.77127886,-0.36703467,-0.21390031,1.1999078,-0.6525551,0.084423244,-0.041162595,-0.77965343,-0.00630381,0.5806488,2.1043181,-0.8709258,-1.5374892,-0.41494894,-0.07502313,1.2241402,1.0689104,-0.43012422,4.3987474,1.0992478,2.069382,0.15593117,1.9619751,-0.1473031,0.51668495,0.33989844,-1.176107,-1.2193296,0.30289447,0.103694744,-0.14526333,1.327683
40,1,0.077586204,0.01724138,0.051724136,0.12931034,0.00862069,0.03448276,0.10344827,0.00862069,0.01724138,0.060344826,0.112068966,0.077586204,0.01724138,0.03448276,0.00862069,0.04310345,0.0862069,0.0,0.060344826,0.051724136,0,1.2630143,0.5255969,-1.5860388,0.9230347,-0.15952586,-0.68363625,-0.97633547,-0.80456245,-1.7494406,2.3588579,0.9650251,-1.0372384,0.85713655,-1.2167537,-0.7193508,-1.4471965,1.750259,-0.34862527,1.1070586,0.4783223,3.6719542,-0.44099182,-0.0463586,1.7952815,0.49634966,0.7001059,-0.1388403,-0.19839458,-0.9904006,0.63840616,2.1044788,0.7370729,-2.0101674,0.49805042,-1.3084462,0.20532186,-0.64338994,1.2011606,0.16712011,0.062059116,-0.38100478,-0.4530204,0.71210086,0.33877164,2.4707515,-0.85732126,2.27577,0.43898508,-0.1614075,-1.0561646,-0.24326034,-0.6951149,0.14033939,0.27688673,-0.63884556,1.8386884,0.14066611,-0.23164989,-0.10304603,-0.02329112,-0.36755416,1.3629007,-1.3475337,0.9749204,-0.6137505,-1.029972,0.46477962,-0.37464747,-0.41836616,-0.6651448,-0.6252342,1.1328609,-0.42016712,-0.1932616,0.3438092,-0.65711606,0.42099804,-0.19224803,0.19477768,-1.2414732,0.24305028,-0.5068289,-0.08758413,0.91689533,0.34915513,0.30549553,4.4647536,0.92444307,1.4698675,-0.23665701,1.8974397,-0.67627525,0.07534237,0.12983198,-0.84035736,-0.65055394,0.18115607,0.26656044,0.13491061,1.5584793
41,1,0.05645161,0.008064516,0.06451613,0.12096774,0.016129032,0.016129032,0.12096774,0.016129032,0.016129032,0.06451613,0.08064516,0.07258064,0.032258064,0.024193548,0.008064516,0.05645161,0.08064516,0.0,0.06451613,0.08064516,0,1.1250224,0.12729934,-2.1149592,0.75163347,-0.28115737,-0.71337384,0.07953419,-1.2043115,-1.5155451,1.5231616,1.0931828,-1.3183839,0.97733796,-0.48982784,-0.22842278,-1.1553223,0.6679522,-0.1648853,0.9316865,0.69686484,3.4966626,-0.23115405,-0.36213005,2.2801774,0.49837592,0.41711965,-0.15582317,-0.14076121,-1.433678,0.42548737,1.9622633,1.1879973,-1.2672931,0.9930714,-1.0279346,-0.7387378,-0.9331387,1.7329987,0.6379271,0.6850377,-1.218945,-1.2727576,0.777595,0.38931385,1.8058277,-1.6052809,1.9848707,1.0110055,-0.16977808,-0.7402543,0.4107712,-0.9072121,0.7179088,-0.2776835,0.07933232,0.37311968,0.19408144,-0.24851412,-1.3048735,-0.6359942,-0.560695,1.9639071,-0.17671381,0.8527253,-0.55839235,-0.46660626,-0.033614434,-0.44044763,-0.61548185,-0.6058005,-1.2272178,0.31958637,-0.4399024,-0.14954896,0.21607456,-0.6867564,-0.33316958,1.079043,1.3309245,-0.8741509,-0.412405,-0.6286917,-0.4234447,1.3104196,1.5109476,-0.05375335,4.597115,1.9356512,2.7276902,0.2629271,1.9521408,-0.47654754,0.07295931,0.19114304,-0.6441482,-0.648961,0.2513611,0.30057725,-0.65894765,1.9451785
42,1,0.07692308,0.023076924,0.03846154,0.08461539,0.015384615,0.03846154,0.18461539,0.015384615,0.007692308,0.046153847,0.1,0.06923077,0.015384615,0.053846154,0.015384615,0.03076923,0.092307694,0.0,0.06153846,0.03076923,0,1.1455374,0.19594067,-2.7191174,0.9618376,-0.14390418,-1.2138644,-0.6295546,-1.7717603,-2.3317163,2.4466693,1.1008778,-1.3912171,1.336275,-0.3081926,-0.24501997,-1.1364411,1.990609,-0.45873964,1.6422354,0.5626095,3.8665516,-0.13707122,-0.14937471,2.9175558,0.80454487,0.8533058,-0.4854978,-0.2906601,-1.7307163,1.207645,2.0875297,1.0366274,-1.7897887,1.4592782,-1.9878768,-0.55668515,-0.9848893,1.9316456,0.46265987,1.173298,-1.54989,-1.0821161,1.0003513,0.28961402,2.8637414,-1.6641926,2.410139,0.9354077,-0.2566431,-0.42723453,0.96290493,-1.1370584,0.40505865,0.08672196,-0.65175325,2.148355,0.22446543,-0.037369024,-1.1249865,0.1482492,-0.57922983,1.7981023,-0.9653994,1.2280717,-0.6802179,-0.7134552,0.5249476,0.059042867,-0.4337724,-0.91038275,-0.7866063,0.79414994,-0.8144381,-1.0543047,0.3453504,-0.49742416,0.2227405,0.4915482,1.1401942,-1.0140245,0.094033904,-0.6338187,-0.13718344,0.80661243,1.284549,0.06703059,4.843776,2.15719,2.6106856,0.43563977,2.6767166,-0.6860952,0.020196147,0.000552034,-1.0299776,-0.69818306,0.035149127,0.3278764,-0.30849755,3.0995953
43,1,0.104,0.008,0.064,0.056,0.016,0.016,0.104,0.016,0.024,0.048,0.072000004,0.14400001,0.024,0.048,0.008,0.096,0.032,0.064,0.016,0.040000003,0,0.7149833,2.2098398,0.091337375,1.1459479,0.08590683,2.3265073,-2.6731055,0.95280534,-1.8447855,2.3902464,-0.72066534,-0.6260609,1.641259,-1.1038455,-1.6610024,-0.8708906,2.7971237,-0.18455455,1.5370953,0.4527822,4.1655765,-0.8478705,-1.4673873,0.1191248,0.55600846,0.44153655,-0.82964224,-0.16280627,1.5153506,0.6590882,2.4312859,-0.32507005,-1.8259639,-0.40157264,-1.3521411,2.2223065,0.76012343,1.3955623,-1.8828473,-1.0429475,2.0595045,1.3875179,0.9733777,-0.4655852,2.682504,2.418885,3.1088078,-1.6552242,1.4477137,-2.5853164,-1.1617764,1.1034163,0.44372487,-0.38796103,-0.82006913,3.9819505,-0.13914396,0.24557184,1.4842738,0.60945463,-0.7136288,-1.7245927,-1.7499447,1.052168,0.18003315,-1.318345,0.07254857,0.083038956,-0.30646095,-1.0558687,0.66716033,2.5802956,0.06151398,1.2666422,-0.24575382,-0.54441017,1.7724086,-2.1013317,-2.2869222,-2.4697335,1.5817939,-0.70209295,0.08667507,0.88052964,-3.2187128,-0.5575262,4.914039,-1.1686071,-2.1661413,-0.5250738,3.1140518,0.46432906,-0.06656108,0.01978163,-2.0983372,0.010919434,0.041495055,0.084846884,-0.112311445,-0.9744801
44,1,0.023255814,0.023255814,0.12790698,0.08139535,0.0,0.023255814,0.12790698,0.058139533,0.023255814,0.08139535,0.046511628,0.069767445,0.023255814,0.058139533,0.0,0.08139535,0.034883723,0.011627907,0.046511628,0.058139533,0,1.7190835,0.26821315,-0.6582682,1.2533838,-0.52191293,0.35823616,-1.0382762,-0.8994171,-1.970747,1.8801486,-0.23655577,-0.66361886,1.2340589,-1.0448936,-0.3393267,-1.2717929,2.7809916,-0.21980652,1.9648242,0.28899908,3.8515203,-0.15820941,-0.5935967,1.9214071,0.8386538,1.8722837,-0.6895955,0.29715773,0.47227496,0.8329161,2.1712258,0.4148643,-2.0230634,0.50295055,-2.0306585,0.93046576,0.22584185,2.1690903,0.014010969,-0.031596635,-0.14606021,0.23394972,0.65775466,-0.008282201,1.7894429,0.3887698,2.9484277,-0.18132813,-0.13807134,-1.0784864,-0.2820364,-0.5015917,0.14432898,-0.05976268,-0.8135109,1.6240118,-0.03622305,-0.065602526,-0.3791373,0.06104654,-0.44198838,-0.074304804,-1.9066283,1.960107,-0.20444193,-1.4409987,1.2304381,0.5028274,-0.31071284,-1.1635473,0.002093146,1.3802973,-0.38066244,0.059049096,-0.059959877,-1.0351225,0.21028192,-0.82570446,-0.1314952,-1.1671822,0.004697267,-1.1052309,0.13355088,0.31883067,-1.1738471,-0.95783234,4.5309534,0.56430364,0.11741236,0.035010718,2.4244292,-0.5915573,0.780826,0.2583309,-2.4574504,-0.9891358,-0.2646157,-0.039025087,-0.40919787,0.59182173
45,1,0.13,0.08,0.04,0.08,0.02,0.049999997,0.11,0.049999997,0.01,0.07,0.089999996,0.04,0.02,0.01,0.01,0.049999997,0.01,0.02,0.03,0.08,0,0.6027082,1.9993893,0.7354392,1.215761,-0.09499115,2.295453,-2.516979,0.96787715,-1.3826188,1.9288262,-0.9732945,-0.13924967,1.3524765,-1.3366685,-1.532122,-0.7236362,1.8895229,-0.8563954,1.149951,0.002874891,3.8785722,-0.88879925,-0.7444366,-0.062384307,0.2041151,1.0906667,-0.7318686,0.27231574,1.7193474,0.8054029,2.965725,0.068019494,-0.9903717,-0.30232316,-0.21568078,2.204854,0.83984405,1.1340313,-1.8560569,-0.98399657,1.8707952,1.7256854,0.42426208,-0.24108917,1.7717901,2.3207984,3.2918823,-1.7941946,1.0231372,-2.0373528,-0.51583105,0.7470452,0.79792374,-0.11709704,-0.8279883,2.7862494,-0.034625124,0.2065386,1.7459304,0.14632879,-0.45155257,-1.7819074,-1.6424792,1.144684,0.048336837,-1.87607,0.1599773,-0.23828924,0.006322345,-0.8481672,0.65012336,2.8579824,-0.29655284,1.6035012,0.028830713,-0.91355604,1.585249,-2.1835403,-1.6426419,-2.7343872,1.1981132,-0.48998895,0.21914405,1.0402335,-3.248662,0.06613841,4.8149204,-1.4194853,-2.2539191,-0.7702815,2.5497918,0.6513015,-0.05578605,0.283017,-1.7725286,0.21146184,-0.1010741,0.095508866,0.4550911,-1.228614
46,1,0.05882353,0.05882353,0.014705882,0.13235295,0.014705882,0.04411765,0.14705883,0.04411765,0.0,0.04411765,0.10294118,0.029411765,0.05882353,0.014705882,0.0,0.073529415,0.073529415,0.014705882,0.014705882,0.05882353,0,1.1673319,1.8309442,-0.064141475,1.0306015,-0.28172877,1.3764697,-2.372556,1.1277997,-1.343673,1.8793567,-1.0277886,-1.0392927,1.6527852,-0.16393009,-0.82846254,-0.44469705,2.0614095,-0.70159745,1.37882,-0.29945508,3.9576294,-0.61073256,0.16158046,-0.49611264,1.0425888,1.8157649,-1.1447364,0.2955382,2.9113495,0.2977752,2.077075,0.20053883,-1.7275192,-0.79206926,-2.1339974,1.9099121,0.9038915,1.3674155,-1.6881355,-0.3723475,1.5532081,0.80964315,-0.000325108,-0.4811269,0.9518906,1.9271687,3.0935545,-2.075709,2.1346633,-1.5137104,-0.5008809,0.49808592,0.6428972,0.028600005,-0.5730905,2.458483,0.097720064,0.15629163,1.0251938,0.078232825,-0.63650596,-2.5987136,-1.4967885,2.5634034,-0.10381568,-1.1141547,0.2463342,-0.6924998,-0.0822611,-1.2252039,0.9769975,1.18259,-0.47532347,2.1810856,-0.18567005,-1.2129194,1.7292277,-1.6745526,-0.92257327,-1.4292064,1.6144865,-1.1434385,0.102523535,0.37889895,-2.980496,-0.6839187,5.0814633,-1.905981,-2.138253,-0.27559972,2.4158564,-0.67512643,1.2869018,0.3355234,-2.469986,-1.692931,0.025856193,0.10976177,0.57526416,-2.744476
47,1,0.13461539,0.01923077,0.01923077,0.03846154,0.0,0.07692308,0.21153846,0.03846154,0.0,0.01923077,0.03846154,0.01923077,0.07692308,0.05769231,0.01923077,0.03846154,0.07692308,0.01923077,0.05769231,0.03846154,0,1.1472384,2.3065274,0.44924444,1.7148217,-0.4200982,1.94363,-2.485729,1.866558,-1.0839335,1.5087119,-1.1613345,-1.0023669,1.9799242,-1.3467168,-1.3372973,-0.43252283,2.1211882,-0.89083415,1.8534863,-0.13876681,4.19177,-0.3246297,0.296707,-1.1808751,0.49045163,2.0300212,-0.84301275,0.53512704,2.244703,0.11950929,1.7668531,0.22598912,-2.6066225,-0.9737777,-1.4654702,2.5395863,0.4558524,0.20711991,-1.408539,-1.3709105,1.3925781,1.5182627,-0.27355316,-0.3179395,2.0788407,2.6824389,2.9827561,-2.1256008,0.88477695,-1.6758027,-1.1463146,0.20604186,-0.24502665,0.39852914,-0.7657569,2.9706771,-0.009321818,-0.000105702,1.9521034,0.744284,-0.28359956,-2.5487835,-0.7112091,1.9484092,-0.2690003,-0.6750947,0.15405856,-0.95667756,0.5385753,-1.1309601,1.1002645,0.6103672,-0.9726389,1.909069,-0.33291396,-1.2033321,1.0493915,-1.7094647,-1.7631505,-0.64562315,1.9319465,-1.4130132,0.25007588,0.025903955,-2.6123414,-1.1547521,5.0749903,-1.8143827,-2.8020341,-0.11143698,0.351279,-0.5515994,1.2735646,0.04494958,-2.755271,-1.0092647,-0.4316517,0.3749075,1.1703978,-2.209934
48,1,0.05645161,0.032258064,0.06451613,0.032258064,0.008064516,0.008064516,0.07258064,0.04032258,0.016129032,0.16935483,0.11290322,0.08064516,0.016129032,0.07258064,0.016129032,0.05645161,0.048387095,0.008064516,0.048387095,0.04032258,0,0.27032408,3.245158,-3.11994,0.8831093,-0.3192998,1.0136548,-2.4732008,2.08941,-2.5345342,0.10749822,-0.9890658,-1.6303821,2.775686,-3.0029182,-1.2230021,-0.15349579,2.3664768,-0.09523209,0.5745519,0.40887916,4.647709,0.36708498,-1.0364481,-2.5972254,-0.014554267,0.6660719,-0.4330715,0.06842844,-1.2060771,0.9819201,-2.7811654,0.7492288,-1.996036,-1.6696724,-2.0279298,2.6003067,-0.6144817,3.2579916,-2.146534,-2.230798,-2.3459337,-2.3162975,0.1899745,-0.31635296,-1.689432,-2.7405248,3.4915633,-1.077322,-1.1557461,2.4574807,-1.6328874,-0.87572616,-1.0058681,-0.13544151,-0.45634717,2.7364166,-0.098169506,-0.7002889,-2.1298063,-0.24222605,-0.3139305,-0.14130892,2.2773018,-0.27778712,-0.14453202,2.9926014,-1.3252716,0.43873325,-0.13607334,-0.95878375,2.9795842,-1.4973452,-0.25969416,-3.2552245,-0.36537704,-0.7310627,3.2039118,1.8377199,-0.84441966,0.7489051,0.6062456,1.1348958,-0.069120064,-0.34300297,-1.4611266,2.0872912,5.267586,-2.1874986,4.183668,0.7649798,-2.2553937,-1.9951612,-0.59794366,-0.1775051,-2.6953661,-0.6457479,-0.0365725,-0.3838685,0.12016249,2.9548976
49,1,0.061611377,0.04265403,0.061611377,0.047393367,0.0,0.061611377,0.0900474,0.06635071,0.018957347,0.047393367,0.11848342,0.11374408,0.023696683,0.052132703,0.02843602,0.047393367,0.01421801,0.02843602,0.037914693,0.037914693,0,0.17204289,2.0532224,-2.4363902,0.33485267,-0.056724068,1.5451794,-1.2515141,2.71698,-2.3090143,-0.1270355,-0.843346,-1.9080285,2.479596,-1.8395263,-0.5536891,0.32584608,2.6870968,0.08870663,0.96777797,9.24e-05,4.735628,0.32632956,-1.5167208,-3.0350785,-0.117033996,0.8575461,-0.1348159,0.18593179,-0.6376036,0.43252212,-3.0742092,0.009911275,-2.1267657,-1.3553686,-2.6783962,1.72242,-0.099776305,3.478706,-2.8180068,-2.0873575,-1.0881631,-2.1870732,1.2354366,-0.12687771,-1.918661,-1.3814249,3.197165,-2.0418584,-1.7811071,2.3665502,-1.6110826,-0.68265843,-0.9490795,-0.3281841,-0.43181655,1.6525385,0.2104828,-0.5070518,-2.7028224,0.15823546,0.19593228,-1.3468592,2.9634547,-0.03037095,0.29544032,3.2045841,-1.6731559,0.3474005,0.032858275,-0.91371524,2.0666852,-1.070248,-0.12477181,-2.9606574,-0.36934385,-0.10983846,3.4775476,1.6290679,-0.7984102,0.98139805,1.0132171,1.3064249,-0.37279624,0.097813345,-2.5235348,1.1006199,5.091683,-2.3753357,2.15649,0.73087204,-2.0276823,-0.27303597,-0.23922735,0.08272918,-1.9050959,-0.010164942,-0.4263325,-0.029320108,-0.06431499,2.7264144
50,1,0.054621853,0.054621853,0.016806724,0.042016808,0.016806724,0.029411767,0.058823533,0.042016808,0.016806724,0.09243698,0.14705883,0.050420173,0.037815128,0.084033616,0.029411767,0.079831935,0.012605043,0.021008404,0.063025214,0.050420173,0,0.017482363,2.6671004,-2.7551126,0.21535052,-0.48087338,0.4596671,-1.8257831,2.08541,-2.099914,0.06582085,-1.0004097,-1.9010922,2.227431,-2.1057398,-0.7224254,-0.119174756,2.327903,0.025557952,0.83754826,0.087433435,4.908835,0.859941,-1.0252334,-2.6070158,-0.37524733,0.68417287,-0.14982511,0.121612824,-1.1095858,0.6785336,-2.9006436,0.15572509,-2.1329544,-1.6655939,-2.1683004,2.5477116,-0.69520724,2.778715,-2.3071039,-2.6387882,-1.7881612,-2.5432885,0.4383718,-0.2579269,-1.1912332,-2.382968,3.5644531,-1.0989172,-1.6605339,2.1243412,-2.0664394,-0.63968945,-1.6562016,-0.2884697,-0.3483451,2.510833,0.042015713,-0.86956084,-2.338466,-0.14541674,-0.2327544,-0.10939429,2.3780825,-0.2816128,-0.1553933,2.9352612,-1.0737602,0.40385333,-0.296904,-0.8537839,2.6422036,-1.4927543,-0.05719925,-3.0588336,-0.2462451,-0.6830592,2.9343946,1.6305276,-0.7506844,1.0839905,1.3112278,0.7493539,-0.13444239,-0.4685073,-1.3951716,1.5248071,5.1183205,-2.0834098,3.493167,0.8567487,-2.9749963,-1.692314,-0.20617747,0.018746944,-2.0836604,-0.7829738,0.0550327,-0.4475821,-0.20477475,3.0779886
51,1,0.06382979,0.03829787,0.029787233,0.03829787,0.025531914,0.034042552,0.04680851,0.055319145,0.017021276,0.04680851,0.14893617,0.04255319,0.04255319,0.10212766,0.017021276,0.05106383,0.025531914,0.025531914,0.0893617,0.059574466,0,-0.08324997,2.8767025,-2.6319528,0.4502566,-0.38740358,0.55700004,-1.8412241,2.3849115,-2.047447,0.13720973,-0.8478249,-1.8172151,2.496426,-2.3309653,-0.4899947,-0.17099951,2.458735,0.093958504,0.8085501,0.16508242,4.9317403,0.9508036,-1.1392955,-2.7502627,-0.5798718,0.7694795,-0.22036931,0.33978397,-1.3584661,0.7205609,-2.9805932,0.346007,-2.572415,-1.6429619,-2.1464837,2.4315746,-0.414837,2.987688,-2.248966,-2.7628512,-2.032366,-2.4516065,0.74958557,-0.31712353,-1.2847602,-2.0839164,3.65349,-1.359541,-1.5169814,2.312884,-2.3527179,-0.61597455,-1.7333461,-0.26359507,-0.34105003,2.7583532,0.25935557,-0.9212888,-2.2773032,0.04440126,-0.3499053,0.02382088,2.400314,-0.2970465,0.17195222,3.13371,-1.227647,0.54209834,-0.037414916,-0.91348165,2.5622375,-1.4779539,0.14194657,-3.1741247,-0.1658401,-0.7873029,3.013722,1.8172283,-1.0445912,0.8437976,1.3259002,0.6169303,0.06603031,-0.47959533,-1.1965814,1.5170321,5.072694,-2.0812528,3.453678,1.2294997,-2.9942787,-1.845353,-0.19967325,-0.08670318,-1.9208161,-0.88483214,-0.038643334,-0.3021191,-0.25483206,3.15713
52,1,0.05676856,0.02183406,0.06550218,0.026200874,0.013100437,0.026200874,0.06550218,0.01746725,0.02183406,0.12663756,0.12663756,0.07423581,0.008733625,0.09170306,0.01746725,0.05676856,0.048034936,0.01746725,0.06550218,0.052401748,0,0.02062209,2.8496437,-2.6020875,0.43672553,-0.55233485,0.43345585,-1.8522893,2.0470154,-2.0910988,-0.15484743,-0.96475834,-1.7732397,2.4319706,-2.239389,-0.56927407,-0.050404802,2.154235,-0.13207789,0.9091933,-0.045456737,5.0011506,0.65583795,-0.99590546,-2.4693818,-0.4312188,0.7732939,-0.1834513,0.23964064,-1.0841607,0.95239234,-2.8953047,0.3812407,-1.884892,-1.4541925,-1.7717884,2.460286,-0.73358536,2.928606,-2.2438266,-2.7041304,-2.062003,-2.354799,0.49226087,-0.29442406,-1.1832101,-2.366221,3.6827188,-1.2000093,-1.5844953,2.4198008,-1.8212074,-0.492127,-1.4722741,-0.39013246,-0.31656218,2.6813896,0.13883825,-0.888768,-2.353326,-0.08073042,-0.39157563,0.046400443,2.3780153,-0.44702682,0.015828691,2.7647717,-1.1922756,0.25660062,-0.20983839,-1.0340084,2.6841478,-1.5533317,-0.19867691,-3.3159342,-0.33996043,-0.54588205,3.0178947,1.9241412,-0.72237,1.0624392,1.013705,0.7908992,-0.2539516,-0.3828007,-1.2292547,1.5555145,5.0750685,-1.9627175,3.7819004,0.8218761,-2.8528793,-1.5440438,-0.3016794,-0.053688142,-2.018718,-0.3208349,0.028126959,-0.4498327,-0.42451334,3.3186722
53,1,0.07079646,0.017699115,0.07522124,0.030973451,0.013274336,0.03539823,0.030973451,0.044247787,0.022123894,0.11061947,0.123893805,0.057522126,0.013274336,0.07079646,0.017699115,0.061946902,0.044247787,0.008849558,0.057522126,0.092920355,0,0.016482001,2.7557447,-2.587916,0.5491838,-0.49030742,0.42821977,-1.9959587,2.3043473,-1.9077322,0.22634241,-0.9939343,-1.7281048,2.4503562,-2.4489946,-0.29260665,-0.19520721,2.4836822,-0.048633177,0.77374554,-0.012537021,4.738594,0.6396522,-0.8103294,-2.5285945,-0.3696045,1.091085,-0.26945695,0.035462327,-1.2392676,0.7510827,-3.011394,0.3707547,-2.4413676,-1.4143003,-2.1641371,2.4277215,-0.5013095,2.8119552,-2.0139651,-2.6345406,-2.2026057,-2.358154,0.38227487,-0.2876684,-1.2174582,-1.9916829,3.5879269,-1.2333758,-1.4572463,2.534765,-2.2023547,-0.7042398,-1.6398014,-0.08945745,-0.35929993,2.7925518,0.3881528,-0.93806136,-2.4720852,0.014576484,-0.25894752,0.03649819,2.3002887,-0.06111771,-0.17629044,3.0746794,-1.0701064,0.3920207,-0.027993064,-0.8815902,2.6114802,-1.6177437,0.122787595,-3.1888936,-0.27535933,-0.7336839,3.0255432,1.792463,-0.80563504,0.9935054,1.1797719,0.783406,-0.11773659,-0.6141652,-1.1300164,1.7086962,5.044841,-2.1235967,3.5230577,1.1102725,-2.9520764,-1.8954864,-0.034567714,0.039683584,-2.001904,-0.93044305,-0.12533453,-0.4173553,-0.32423076,3.2531054
54,1,0.05479452,0.02739726,0.045662098,0.03652968,0.01369863,0.01826484,0.045662098,0.05479452,0.00913242,0.12328766,0.118721455,0.06849315,0.02739726,0.08219178,0.022831049,0.07305936,0.05479452,0.01369863,0.05022831,0.059360728,0,0.14990444,2.7303455,-2.7452064,0.54688096,-0.4383429,0.49152565,-1.8356714,2.224896,-2.0461066,0.2832133,-1.0618428,-1.7456104,2.3632863,-2.4100385,-0.42629632,-0.2782617,2.3876016,-0.31335604,0.7635941,0.032455895,4.6777034,0.7674341,-1.0026742,-2.5935893,-0.37724978,0.6522858,-0.15992968,0.04085224,-1.3541384,0.6832357,-2.9178991,0.39642748,-2.1334813,-1.4134603,-1.983944,2.5546045,-0.8056838,2.8715796,-2.0849943,-2.7604232,-2.1479971,-2.3990753,0.4725984,-0.2201484,-1.0580956,-2.1334229,3.5338519,-1.0431103,-1.6336008,2.0641315,-2.0970283,-0.72762173,-1.5707242,-0.08491409,-0.35517523,2.6488767,0.034842167,-0.92973095,-2.3303964,-0.28821805,-0.27608502,-0.018523986,2.2836082,-0.34442505,-0.2303392,3.0341167,-1.2917446,0.557283,-0.11331706,-0.8619646,2.6248543,-1.5524889,-0.002153118,-3.1700985,-0.20568614,-0.84539443,2.8277118,1.8011647,-0.8772754,1.1538526,1.0107371,0.72058034,-0.10718405,-0.43028706,-1.1087378,1.5970733,5.066509,-2.2437727,3.5956573,0.9007331,-2.7660563,-1.559739,-0.36525387,0.04533481,-2.1874356,-0.62167233,0.032002248,-0.33250245,-0.2728355,3.2535343
